,short,full
8236,XM_037553745.1,XM_037553745.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8237,XM_037553968.1,XM_037553968.1 PREDICTED: Triticum dicoccoides probably inactive...
8238,XM_037553969.1,XM_037553969.1 PREDICTED: Triticum dicoccoides probably inactive...
8239,XM_037553970.1,XM_037553970.1 PREDICTED: Triticum dicoccoides probably inactive...
8240,XM_037553971.1,XM_037553971.1 PREDICTED: Triticum dicoccoides probably inactive...
8241,XM_037554057.1,XM_037554057.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8242,XM_037554070.1,XM_037554070.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8243,XM_037554151.1,XM_037554151.1 PREDICTED: Triticum dicoccoides probably inactive...
8244,XM_037554419.1,XM_037554419.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8245,XM_037554823.1,XM_037554823.1 PREDICTED: Triticum dicoccoides serine/threonine-protein phosphatase...
8246,XM_037554941.1,XM_037554941.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8247,XM_037554970.1,XM_037554970.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8248,XM_037554971.1,XM_037554971.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8249,XM_037554973.1,XM_037554973.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8250,XM_037555217.1,XM_037555217.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8251,XM_037555533.1,XM_037555533.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8252,XM_037555541.1,XM_037555541.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8253,XM_037555685.1,XM_037555685.1 PREDICTED: Triticum dicoccoides pollen-specific leucine-rich...
8254,XM_037555699.1,XM_037555699.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8255,XM_037556061.1,XM_037556061.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8256,XM_037556065.1,XM_037556065.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8257,XM_037556066.1,XM_037556066.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8258,XM_037556219.1,XM_037556219.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8259,XM_037556525.1,XM_037556525.1 PREDICTED: Triticum dicoccoides serine/threonine-protein phosphatase...
8260,XM_037556526.1,XM_037556526.1 PREDICTED: Triticum dicoccoides serine/threonine-protein phosphatase...
8261,XM_037556527.1,XM_037556527.1 PREDICTED: Triticum dicoccoides serine/threonine-protein phosphatase...
8262,XM_037556528.1,XM_037556528.1 PREDICTED: Triticum dicoccoides serine/threonine-protein phosphatase...
8263,XM_037556953.1,XM_037556953.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8264,XM_037556954.1,XM_037556954.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8265,XM_037556955.1,XM_037556955.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8266,XM_037556956.1,XM_037556956.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8267,XM_037556957.1,XM_037556957.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8268,XM_037556958.1,XM_037556958.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8269,XM_037557212.1,XM_037557212.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8270,XM_037557862.1,XM_037557862.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8271,XM_037557892.1,XM_037557892.1 PREDICTED: Triticum dicoccoides glycosylphosphatidylinositol anchor...
8272,XM_037558095.1,XM_037558095.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8273,XM_037558551.1,XM_037558551.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8274,XM_037558559.1,XM_037558559.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8275,XM_037558608.1,XM_037558608.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8276,XM_037558687.1,XM_037558687.1 PREDICTED: Triticum dicoccoides pneumococcal serine-rich...
8277,XM_037559261.1,XM_037559261.1 PREDICTED: Triticum dicoccoides probably inactive...
8278,XM_037559405.1,XM_037559405.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8279,XM_037559406.1,XM_037559406.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8280,XM_037559477.1,XM_037559477.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8281,XM_037559496.1,XM_037559496.1 PREDICTED: Triticum dicoccoides putative leucine-rich...
8282,XM_037559616.1,XM_037559616.1 PREDICTED: Triticum dicoccoides inactive leucine-rich...
8283,XM_037559817.1,XM_037559817.1 PREDICTED: Triticum dicoccoides ARM REPEAT...
8284,XM_037560035.1,XM_037560035.1 PREDICTED: Triticum dicoccoides probably inactive...
8285,XM_037560100.1,XM_037560100.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8286,XM_037560259.1,XM_037560259.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8287,XM_037560524.1,XM_037560524.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8288,XM_037560639.1,XM_037560639.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8289,XM_037560650.1,XM_037560650.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8290,XM_037560654.1,XM_037560654.1 PREDICTED: Triticum dicoccoides putative ankyrin...
8291,XM_037560756.1,XM_037560756.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8292,XM_037560783.1,XM_037560783.1 PREDICTED: Triticum dicoccoides probably inactive...
8293,XM_037560805.1,XM_037560805.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8294,XM_037560838.1,XM_037560838.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8295,XM_037560891.1,XM_037560891.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8296,XM_037561215.1,XM_037561215.1 PREDICTED: Triticum dicoccoides serine/threonine-protein phosphatase...
8297,XM_037561924.1,XM_037561924.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8298,XM_037562072.1,XM_037562072.1 PREDICTED: Triticum dicoccoides cysteine-rich repeat...
8299,XM_037562073.1,XM_037562073.1 PREDICTED: Triticum dicoccoides cysteine-rich repeat...
8300,XM_037562084.1,XM_037562084.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8301,XM_037562114.1,XM_037562114.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8302,XM_037562273.1,XM_037562273.1 PREDICTED: Triticum dicoccoides probably inactive...
8303,XM_037562274.1,XM_037562274.1 PREDICTED: Triticum dicoccoides probably inactive...
8304,XM_037562275.1,XM_037562275.1 PREDICTED: Triticum dicoccoides probably inactive...
8305,XM_037562276.1,XM_037562276.1 PREDICTED: Triticum dicoccoides probably inactive...
8306,XM_037562277.1,XM_037562277.1 PREDICTED: Triticum dicoccoides probably inactive...
8307,XM_037562329.1,XM_037562329.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8308,XM_037562469.1,XM_037562469.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8309,XM_037562571.1,XM_037562571.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8310,XM_037563435.1,XM_037563435.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8311,XM_037563515.1,XM_037563515.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8312,XM_037563536.1,XM_037563536.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8313,XM_037563621.1,XM_037563621.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8314,XM_037563850.1,XM_037563850.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8315,XM_037564075.1,XM_037564075.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8316,XM_037564218.1,XM_037564218.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8317,XM_037564490.1,XM_037564490.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8318,XM_037564528.1,XM_037564528.1 PREDICTED: Triticum dicoccoides cysteine-rich repeat...
8319,XM_037564529.1,XM_037564529.1 PREDICTED: Triticum dicoccoides cysteine-rich repeat...
8320,XM_037564708.1,XM_037564708.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8321,XM_037564767.1,XM_037564767.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8322,XM_037564887.1,XM_037564887.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8323,XM_037565481.1,XM_037565481.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8324,XM_037565482.1,XM_037565482.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8325,XM_037565930.1,XM_037565930.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8326,XM_037565966.1,XM_037565966.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8327,XM_037565970.1,XM_037565970.1 PREDICTED: Triticum dicoccoides probably inactive...
8328,XM_037565971.1,XM_037565971.1 PREDICTED: Triticum dicoccoides probably inactive...
8329,XM_037566099.1,XM_037566099.1 PREDICTED: Triticum dicoccoides probable inactive...
8330,XM_037566100.1,XM_037566100.1 PREDICTED: Triticum dicoccoides probable inactive...
8331,XM_037566513.1,XM_037566513.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8332,XM_037566578.1,XM_037566578.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8333,XM_037566662.1,XM_037566662.1 PREDICTED: Triticum dicoccoides pollen-specific leucine-rich...
8334,XM_037566714.1,XM_037566714.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8335,XM_037566882.1,XM_037566882.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8336,XM_037566953.1,XM_037566953.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8337,XM_037566954.1,XM_037566954.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8338,XM_037566955.1,XM_037566955.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8339,XM_037566956.1,XM_037566956.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8340,XM_037567026.1,XM_037567026.1 PREDICTED: Triticum dicoccoides probable inactive...
8341,XM_037567110.1,XM_037567110.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8342,XM_037567111.1,XM_037567111.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8343,XM_037567112.1,XM_037567112.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8344,XM_037567113.1,XM_037567113.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8345,XM_037567196.1,XM_037567196.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8346,XM_037567239.1,XM_037567239.1 PREDICTED: Triticum dicoccoides serine/threonine-protein phosphatase...
8347,XM_037567267.1,XM_037567267.1 PREDICTED: Triticum dicoccoides putative leucine-rich...
8348,XM_037567274.1,XM_037567274.1 PREDICTED: Triticum dicoccoides putative leucine-rich...
8349,XM_037567488.1,XM_037567488.1 PREDICTED: Triticum dicoccoides putative ankyrin...
8350,XM_037567489.1,XM_037567489.1 PREDICTED: Triticum dicoccoides putative ankyrin...
8351,XM_037567490.1,XM_037567490.1 PREDICTED: Triticum dicoccoides putative ankyrin...
8352,XM_037567491.1,XM_037567491.1 PREDICTED: Triticum dicoccoides putative ankyrin...
8353,XM_037567760.1,XM_037567760.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8354,XM_037568010.1,XM_037568010.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8355,XM_037568027.1,XM_037568027.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8356,XM_037568030.1,XM_037568030.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8357,XM_037568045.1,XM_037568045.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8358,XM_037568387.1,XM_037568387.1 PREDICTED: Triticum dicoccoides probable inactive...
8359,XM_037569031.1,XM_037569031.1 PREDICTED: Triticum dicoccoides putative leucine-rich...
8360,XM_037569126.1,XM_037569126.1 PREDICTED: Triticum dicoccoides putative leucine-rich...
8361,XM_037569127.1,XM_037569127.1 PREDICTED: Triticum dicoccoides putative leucine-rich...
8362,XM_037569174.1,XM_037569174.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8363,XM_037569270.1,XM_037569270.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8364,XM_037569271.1,XM_037569271.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8365,XM_037569454.1,XM_037569454.1 PREDICTED: Triticum dicoccoides cysteine-rich repeat...
8366,XM_037569505.1,XM_037569505.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8367,XM_037569817.1,XM_037569817.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8368,XM_037569959.1,XM_037569959.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8369,XM_037570404.1,XM_037570404.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8370,XM_037570495.1,XM_037570495.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8371,XM_037570570.1,XM_037570570.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8372,XM_037570731.1,XM_037570731.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8373,XM_037570732.1,XM_037570732.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8374,XM_037571344.1,XM_037571344.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8375,XM_037571423.1,XM_037571423.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8376,XM_037571438.1,XM_037571438.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8377,XM_037571460.1,XM_037571460.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8378,XM_037571540.1,XM_037571540.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8379,XM_037571552.1,XM_037571552.1 PREDICTED: Triticum dicoccoides pollen-specific leucine-rich...
8380,XM_037572013.1,XM_037572013.1 PREDICTED: Triticum dicoccoides probable inactive...
8381,XM_037572448.1,XM_037572448.1 PREDICTED: Triticum dicoccoides cysteine-rich repeat...
8382,XM_037572685.1,XM_037572685.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8383,XM_037572686.1,XM_037572686.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8384,XM_037572687.1,XM_037572687.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8385,XM_037572848.1,XM_037572848.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8386,XM_037572849.1,XM_037572849.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8387,XM_037572928.1,XM_037572928.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8388,XM_037573403.1,XM_037573403.1 PREDICTED: Triticum dicoccoides probable inactive...
8389,XM_037573532.1,XM_037573532.1 PREDICTED: Triticum dicoccoides probably inactive...
8390,XM_037573541.1,XM_037573541.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8391,XM_037573584.1,XM_037573584.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8392,XM_037573849.1,XM_037573849.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8393,XM_037573904.1,XM_037573904.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8394,XM_037573971.1,XM_037573971.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8395,XM_037573979.1,XM_037573979.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8396,XM_037573980.1,XM_037573980.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8397,XM_037573981.1,XM_037573981.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8398,XM_037573982.1,XM_037573982.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8399,XM_037573983.1,XM_037573983.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8400,XM_037574113.1,XM_037574113.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8401,XM_037574670.1,XM_037574670.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8402,XM_037574705.1,XM_037574705.1 PREDICTED: Triticum dicoccoides pollen-specific leucine-rich...
8403,XM_037574779.1,XM_037574779.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8404,XM_037574988.1,XM_037574988.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8405,XM_037575065.1,XM_037575065.1 PREDICTED: Triticum dicoccoides SH3 and...
8406,XM_037575858.1,XM_037575858.1 PREDICTED: Triticum dicoccoides cysteine-rich repeat...
8407,XM_037576075.1,XM_037576075.1 PREDICTED: Triticum dicoccoides putative ankyrin...
8408,XM_037576232.1,XM_037576232.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8409,XM_037576264.1,XM_037576264.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8410,XM_037576539.1,XM_037576539.1 PREDICTED: Triticum dicoccoides cysteine-rich repeat...
8411,XM_037576553.1,XM_037576553.1 PREDICTED: Triticum dicoccoides putative ankyrin...
8412,XM_037576554.1,XM_037576554.1 PREDICTED: Triticum dicoccoides putative ankyrin...
8413,XM_037576658.1,XM_037576658.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8414,XM_037577033.1,XM_037577033.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8415,XM_037577177.1,XM_037577177.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8416,XM_037577711.1,XM_037577711.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8417,XM_037578036.1,XM_037578036.1 PREDICTED: Triticum dicoccoides WD repeat...
8418,XM_037578576.1,XM_037578576.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8419,XM_037578672.1,XM_037578672.1 PREDICTED: Triticum dicoccoides putative leucine-rich...
8420,XM_037578673.1,XM_037578673.1 PREDICTED: Triticum dicoccoides putative leucine-rich...
8421,XM_037579238.1,XM_037579238.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8422,XM_037579311.1,XM_037579311.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8423,XM_037579744.1,XM_037579744.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
8424,XM_037579756.1,XM_037579756.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8425,XM_037580133.1,XM_037580133.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8426,XM_037580244.1,XM_037580244.1 PREDICTED: Triticum dicoccoides tetratricopeptide repeat...
8427,XM_037580430.1,XM_037580430.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8428,XM_037580613.1,XM_037580613.1 PREDICTED: Triticum dicoccoides probable inactive...
8429,XM_037580614.1,XM_037580614.1 PREDICTED: Triticum dicoccoides probable inactive...
8430,XM_037580650.1,XM_037580650.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8431,XM_037581193.1,XM_037581193.1 PREDICTED: Triticum dicoccoides ankyrin repeat...
8432,XM_037581812.1,XM_037581812.1 PREDICTED: Triticum dicoccoides pollen-specific leucine-rich...
8433,XM_037582079.1,XM_037582079.1 PREDICTED: Triticum dicoccoides putative leucine-rich...
8434,XM_037583587.1,XM_037583587.1 PREDICTED: Triticum dicoccoides putative ankyrin...
8435,XM_037583588.1,XM_037583588.1 PREDICTED: Triticum dicoccoides putative ankyrin...
8436,XM_037584008.1,XM_037584008.1 PREDICTED: Triticum dicoccoides putative ankyrin...
8437,XM_037584065.1,XM_037584065.1 PREDICTED: Triticum dicoccoides serine/arginine repetitive...
8438,XM_037584208.1,XM_037584208.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8439,XM_037584388.1,XM_037584388.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8440,XM_037584618.1,XM_037584618.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8441,XM_037584630.1,XM_037584630.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8442,XM_037584641.1,XM_037584641.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8443,XM_037584647.1,XM_037584647.1 PREDICTED: Triticum dicoccoides leucine-rich repeat...
8444,XM_037584792.1,XM_037584792.1 PREDICTED: Triticum dicoccoides WD repeat...
8445,XM_037585033.1,XM_037585033.1 PREDICTED: Triticum dicoccoides serine/threonine-protein phosphatase...
8446,XM_037585246.1,XM_037585246.1 PREDICTED: Triticum dicoccoides pollen-specific leucine-rich...
8447,XM_037585504.1,XM_037585504.1 PREDICTED: Triticum dicoccoides probable leucine-rich...
